"Release_Number","Localized_Title_EN","System","Publisher","Country","Language","Genre","Release_Date","Dump_Group","Dump_Directory_Name","Dump_File_Name","Dump_Date","Internal_Title","Internal_Serial","Internal_Version","Complement_Check","CRC32","ROM_Size","Save_Type","Comments","Release_Notes"
"2560","Scurge Hive","GameBoy Advance","Orbital Media","USA","Multi 3","Action","","Rising Sun","Scurge_Hive_Incl_Plus13_Trainer_USA_GBA-RS","rs-bhve.zip","2006-11-02","SCURGEHIVE","AGB-BHVE-USA","1.0","AFh","EF18C510h","128 Mbit","EEPROM_V124 (4Kbit)","","Intro hack with trainer."
"2561","Lara Croft - Tomb Raider Legend","GameBoy Advance","Eidos Interactive","Europe","Multi 5","Action","","Rising Sun","Lara_Croft_Tomb_Raider_Legend_Multi5_EUR_GBA-RS","rs-trl.zip","2006-11-03","TOMB RAIDER","AGB-BL8P-EUR","1.0","B8h","E2FF36C7h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2562","SpongeBob SquarePants - Creature from the Krusty Krab","GameBoy Advance","THQ","Europe","Multi 8","Action","","Rising Sun","SpongeBob_SquarePants_Creature_From_the_Krusty_Krab_Multi8_EUR_GBA-RS","rs-spkk.zip","2006-11-03","SPONGEBOBCKK","AGB-BQ4P-EUR","1.0","53h","7580FBD6h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2563","Tony Hawk's Downhill Jam","GameBoy Advance","Activision","USA","English","Sports","","Rising Sun","Tony_Hawks_Downhill_Jam_USA_GBA-RS","rs-thdj.zip","2006-11-03","TONY HAWK'S","AGB-BXSE-USA","1.0","A9h","37B0B53Dh","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2564","Final Fantasy V Advance","GameBoy Advance","Square Enix","USA","English","RPG","","Independent","Final_Fantasy_V_Advance_USA_GBA-IND","ffva.zip","2006-11-07","FF5ADVANCE","AGB-BZ5E-USA","1.0","27h","7A24AB0Ch","64 Mbit","SRAM_V113 (256Kbit)","",""
"2565","The Grim Adventures of Billy and Mandy","GameBoy Advance","Midway","USA","English","Action","","Rising Sun","The_Grim_Adventures_of_Billy_and_Mandy_USA_GBA-RS","rs-tgabm.zip","2006-11-08","THE GRIM ADV","AGB-BIEE-USA","1.0","98h","155587BCh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2566","Tom and Jerry Tales","GameBoy Advance","Warner Bros.","USA","Multi 3","Action","","Rising Sun","Tom_and_Jerry_Tales_USA_GBA-RS","rs-tntju.zip","2006-11-08","TOMAJERRYGBA","AGB-BJTE-USA","1.0","FCh","AF494F20h","64 Mbit","No Save","",""
"2567","Pokemon Mystery Dungeon - Red Rescue Team","GameBoy Advance","Nintendo","Europe","Multi 5","RPG","","Rising Sun","Pokemon_Mystery_Dungeon_Red_Rescue_Team_Multi5_EUR_GBA-RS","rs-pmdr.zip","2006-11-09","POKE DUNGEON","AGB-B24P-EUR","1.0","99h","C1D18FE4h","256 Mbit","FLASH1M_V102 (1024Kbit)","",""
"2568","Who Wants to Be a Millionaire - Junior","GameBoy Advance","Zoo Digital","Europe","English","Other","","Independent","Who_Wants_to_Be_a_Millionaire_Junior_EUR_GBA-iND","ind-wbmi.zip","2006-11-10","WHO WANTS TO","AGB-BWJP-EUR","1.0","3Fh","AAD93DA8h","32 Mbit","No Save","",""
"2569","The Sims 2 - Pets","GameBoy Advance","Electronic Arts","USA","English","Simulation","","Rising Sun","The_Sims_2_Pets_USA_GBA-RS","rs-ts2p.zip","2006-11-13","SIMS2 PETS","AGB-B4OE-USA","1.0","0Eh","EC1F4029h","256 Mbit","FLASH512_V131 (512Kbit)","",""
"2570","2 in 1 - Scooby-Doo & Scooby-Doo 2 Monsters Unleashed","GameBoy Advance","THQ","USA","English","Other","","Sir VG","2-in-1_Scooby-Doo_and_Scooby-Doo_2_Monsters__Unleashed_USA_PROPER_GBA-SirVG","svg-bpue.zip","2006-11-13","SCOOBYMOVMON","AGB-BPUE-USA","1.0","0Bh","1F023DBEh","128 Mbit","EEPROM_V124","",""
"2571","2 in 1 - SpongeBob Squarepants Battle for Bikini Bottom & Nicktoons Freeze Frame Frenzy","GameBoy Advance","THQ","USA","English","Other","","Sir VG","2-in-1_SpongeBob_Squarepants_Battle__for_Bikini_Bottom_and_Nicktoons__Freeze_Frame_Frenzy_USA_PROPER_GBA-SirVG","svg-bu2e.zip","2006-11-13","SBBFBBNTFFF","AGB-BU2E-USA","1.0","BFh","5802CAFDh","128 Mbit","EEPROM_V124","",""
"2572","2 in 1 - Ms. Pac-Man - Maze Madness & Pac-Man World","GameBoy Advance","Namco","USA","English","Other","","Sir VG","2-in-1_Ms_Pac-Man_Maze_Madness_AND_Pac-Man_World_USA_GBA_SirVG","svg-b6pe.zip","2006-11-13","PMWANDMPMMM","AGB-B6PE-USA","1.0","72h","851127D4h","64 Mbit","EEPROM_V124","",""
"2573","2 in 1 - Madagascar Operation Penguin & Shrek 2","GameBoy Advance","Activision","USA","English","Other","","Sir VG","2-in-1_Madagascar_Operation_Penguin_AND_Shrek_2_USA_GBA-SirVG","svg-bxhe.zip","2006-11-13","SHREK 2-PENG","AGB-BXHE-USA","1.0","9Dh","18670538h","128 Mbit","EEPROM_V124","",""
"2574","2 in 1 - Looney Tunes Double Pack","GameBoy Advance","Majesco Sales","USA","English","Other","","Sir VG","2-in-1_Looney_Tunes_Double_Pack_USA_GBA-SirVG","svg-blne.zip","2006-11-13","LOONEYTUNES2","AGB-BLNE-USA","1.0","1Dh","ECADD047h","64 Mbit","EEPROM_V124","",""
"2575","2 in 1 - Cabela's Sportsman's Pack","GameBoy Advance","Activision","USA","English","Sports","","Sir VG","2-in-1_Cabela's_Sportsman's_Pack_USA_GBA-SirVG","svg-b23e.zip","2006-11-13","SPORTSMAN'S","AGB-B23E-USA","1.0","BDh","2E725460h","64 Mbit","EEPROM_V124","",""
"2576","Bionicle - Heroes","GameBoy Advance","Eidos Interactive","USA","English","Action","","Rising Sun","Bionicle_Heroes_USA_GBA-RS","rs-bhu.zip","2006-11-15","BIONICLEH","AGB-BIHE-USA","1.0","32h","F4FAFCCFh","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2577","Dogz","GameBoy Advance","Ubi Soft","Europe","Multi 4","Other","","Rising Sun","Dogz_Multi4_EUR_GBA-RS","rs-dogz.zip","2006-11-16","DOGZ","AGB-B82Y-EUU","1.0","B3h","2216FBD6h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2578","Tony Hawk's Downhill Jam","GameBoy Advance","Activision","Europe","Multi 5","Sports","","Rising Sun","Tony_Hawks_Downhill_Jam_Multi5_EUR_GBA-RS","rs-thde.zip","2006-11-16","TONYHAWKDJ","AGB-BXSP-EUR","1.0","AAh","4A975F48h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2579","Bionicle - Heroes","GameBoy Advance","Eidos Interactive","Europe","Multi 6","Action","","Rising Sun","Bionicle_Heroes_Multi6_EUR_GBA-RS","rs-bheu.zip","2006-11-16","BIONICLEH","AGB-BIHP-EUR","1.0","27h","B8DC715Bh","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2580","Super Robot Taisen - Original Generation 2","GameBoy Advance","Atlus","USA","English","Action","","Independent","Super_Robot_Taisen_Original_Generation_2_USA_GBA-iND","ind-srt2.zip","2006-11-16","SRTOG2","AGB-B2RE-USA","1.0","FEh","2AEE0380h","128 Mbit","FLASH512_V130 (512Kbit)","",""
"2581","Sonic The Hedgehog - Genesis","GameBoy Advance","SEGA","USA","English","Action","2006-11-14","Trashman","Sonic_The_Hedgehog_Genesis_USA_GBA-TRM","trm-sonc.zip","2006-11-17","SONICGENESIS","AGB-BIJE-USA","1.0","25h","027BC70Dh","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2582","Winx Club - Quest For The Codex","GameBoy Advance","Konami","USA","English","Action","","Rising Sun","Winx_Club_Quest_for_the_Codex_USA_GBA-RS","rs-wcqc.zip","2006-11-17","WINXQFTCDX","AGB-BWVE-USA","1.0","98h","29DFFF34h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2583","Hot Wheels - Velocity X","GameBoy Advance","THQ","Europe","English","Racing","","Independent","Hot_Wheels_Velocity_X_EUR_GBA-iND","ind-hvxe.zip","2006-11-18","HOT WHEELS V","AGB-AH8P-EUR","1.0","88h","A7DDBCA3h","64 Mbit","No Save","","ROM is 64Mbit - not 128Mbit as stated in the NFO!"
"2584","The Sims 2 - Pets","GameBoy Advance","Electronic Arts","Europe","Multi 6","Simulation","","Lightforce","The_Sims_2_Pets_EUR_MULTI6_GBA-LIGHTFORCE","lfc-sims2.zip","2006-11-21","SIMS2 PETS","AGB-B4OX-EUU","1.0","FBh","87F8599Ch","256 Mbit","FLASH512_V131 (512Kbit)","",""
"2585","Spider-Man - Battle For New York","GameBoy Advance","Activision","USA","English","Action","","Rising Sun","","rs-smbny.zip","2006-11-23","SPIDEY","AGB-BC9E-USA","1.0","19h","6310BA16h","128 Mbit","EEPROM_V124","",""
"2586","Eragon","GameBoy Advance","Sierra","Europe","Multi 5","RPG","","Rising Sun","Eragon_Multi5_EUR_GBA-RS","rs-era.zip","2006-11-23","ERAGON","AGB-BENP-EUR","1.0","F5h","BB05A63Fh","128 Mbit","EEPROM_V124 (64Kbit)","",""
"2587","Eragon","GameBoy Advance","Sierra","USA","English","RPG","","Rising Sun","Eragon_Incl_Plus8_Trainer_USA_GBA-RS","rs-erau.zip","2006-11-23","ERAGON","AGB-BENE-USA","1.0","00h","170C6336h","128 Mbit","EEPROM_V124 (64Kbit)","",""
"2588","Hi Hi Puffy AmiYumi - Kaznapped","GameBoy Advance","D3 Publisher","Europe","Multi 2","Action","","Rising Sun","Hi_Hi_Puffy_AmiYumi_Kaznapped_Multi2_EUR_GBA-RS","rs-puff.zip","2006-11-24","HI HI PUFFY","AGB-BHHP-EUR","1.0","C3h","E5531D04h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2589","Tom and Jerry Tales","GameBoy Advance","Warner Bros.","Europe","Multi 5","Action","","Rising Sun","Tom_and_Jerry_Tales_Multi5_EUR_GBA-RS","rs-tomy.zip","2006-11-24","TOMAJERRYGBA","AGB-BJTP-EUR","1.0","F1h","5A8D5736h","64 Mbit","No Save","",""
"2590","Happy Feet","GameBoy Advance","Midway","Europe","Multi 5","Action","","Rising Sun","Happy_Feet_Multi5_EUR_GBA-RS","rs-hafe.zip","2006-11-24","HAPPY FEET E","AGB-BH3P-EUR","1.0","A0h","7A53173Ch","256 Mbit","EEPROM_V126 (4Kbit)","",""
"2591","Justice League Heroes - The Flash","GameBoy Advance","Warner Bros.","Europe","Multi 5","Fighting","","Rising Sun","Justice_League_Heroes_The_Flash_Multi5_EUR_GBA-RS","rs-flash.zip","2006-11-24","JLH: FLASH","AGB-BJHP-EUR","1.0","DEh","ACB22FFFh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2592","Flushed Away","GameBoy Advance","D3 Publisher","Europe","Multi 5","Platform","","Rising Sun","Flushed_Away_Multi5_EUR_GBA-RS","rs-fuw.zip","2006-11-24","FLUSHED AWAY","AGB-BLHP-EUR","1.0","4Eh","62E435DEh","128 Mbit","No Save","",""
"2593","Die Biene Maja Klatschmohnwiese in Gefahr","GameBoy Advance","Midway","Germany","German","Action","","Rising Sun","Biene_Maja_Klatschmohnwiese_in_Gefahr_GERMAN_GBA-RS","rs-bmkw.zip","2006-11-24","BIENEMAJA","AGB-BKFX-EUU","1.0","31h","0363C23Fh","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2594","Disney Princess Royal Adventure","GameBoy Advance","Disney","Europe","Multi 3","Platform","","Lightforce","Disney_Princess_Royal_Adventure_EUR_MULTI3_GBA-LIGHTFORCE","lfc-dpra.zip","2006-11-24","PRINCESSTOWN","AGB-BQNP-EUR","1.0","ECh","92C695CCh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2595","Happy Feet","GameBoy Advance","Midway","USA","Multi 2","Action","","Rising Sun","Happy_Feet_USA_GBA-RS","rs-hpyf.zip","2006-11-24","HAPPY FEET","AGB-BH3E-USA","1.0","10h","682617CFh","256 Mbit","EEPROM_V126 (4Kbit)","",""
"2596","Polarium Advance","GameBoy Advance","Atlus","USA","English","Puzzle","","Rising Sun","Polarium_Advance_USA_GBA-RS","rs-plau.zip","2006-11-24","POLARIUMGBA","AGB-BIIE-USA","1.0","7Eh","02D62CE9h","32 Mbit","FLASH512_V131 (512Kbit)","",""
"2597","Tonka - On the Job","GameBoy Advance","THQ","USA","English","Action","","Rising Sun","Tonka_On_the_Job_USA_GBA-RS","rs-totj.zip","2006-11-24","TONKA ON JOB","AGB-BT7E-USA","1.0","9Bh","DBCD4541h","32 Mbit","No Save","",""
"2598","Yggdra Union - We'll Never Fight Alone","GameBoy Advance","Atlus","USA","English","Strategy","","Rising Sun","Yggdra_Union_Well_Never_Fight_Alone_USA_GBA-RS","rs-ygdu.zip","2006-11-25","YGGDRA UNION","AGB-BYUE-USA","1.0","2Eh","3BFA68F7h","256 Mbit","EEPROM_V126 (64Kbit)","",""
"2599","Final Fantasy VI Advance","GameBoy Advance","Square Enix","Japan","Japanese","RPG","","WRG","Final_Fantasy_VI_Advance_JPN_DIRFIX_GBA-WRG","wrg-ff6a.zip","2006-11-26","FF6ADVANCE","AGB-BZ6J-JPN","1.0","F6h","9CAE03ACh","128 Mbit","SRAM_V113 (256Kbit)","",""
"2600","Lara Croft - Tomb Raider Legend","GameBoy Advance","Eidos Interactive","USA","Multi 5","Action","","Sir VG","Lara_Crofts_Tomb_Raider_Legend_USA_GBA-SirVG","svg-bl8e.zip","2006-11-20","TOMB RAIDER","AGB-BL8E-USA","1.0","C3h","5A3DFB37h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2601","Lizzie McGuire 2 - Lizzie Diaries Special Edition","GameBoy Advance","Ubi Soft","USA","Multi 2","Other","2006-11-15","Sir VG","Lizzie_McGuire_2_Lizzie_Diaries_Special_Edition_USA_GBA-SirVG","svg-bl4e.zip","2006-11-16","LIZZIE 2 SE","AGB-BL4E-USA","1.0","E4h","2706B300h","256 Mbit","FLASH512_V131 (512Kbit)","",""
"2602","Motoracer Advance","GameBoy Advance","Ubi Soft","USA","Multi 5","Racing","2002-04-12","Sir VG","Moto_Racer_Advance_USA_GBA-SirVG","svg-a9me.zip","2006-11-15","MR ADVANCE","AGB-A9ME-USA","1.0","2Fh","2FDBE7A8h","32 Mbit","SRAM_F_V102 (256Kbit)","",""
"2603","2 in 1 - Finding Nemo & Monsters Inc.","GameBoy Advance","THQ","USA","English","Other","2005-06-08","Sir VG","2-in-1_Finding_Nemo_AND_Monsters_Inc_USA_GBA-SirVG","svg-bdze.zip","2006-11-18","MONT_NEMO","AGB-BDZE-USA","1.0","F1h","AD1C5818h","128 Mbit","No Save","",""
"2604","Totally Spies 2 - Undercover","GameBoy Advance","Atari","USA","Multi 2","Action","2006-11-17","Sir VG","Totally_Spies_2_Undercover_USA_GBA-SirVG","svg-b2le.zip","2006-11-24","TSPIES 2","AGB-B2LE-USA","1.0","BBh","2C8EB8A1h","64 Mbit","EEPROM_V124","",""
"2605","Hot Wheels - All Out","GameBoy Advance","Destination Sofware","USA","English","Racing","","Sir VG","Hot_Wheels_All_Out_USA_GBA_SirVG","svg-bhxe.zip","2006-11-24","HOT WHEELS","AGB-BHXE-USA","1.0","F5h","C73658F9h","32 Mbit","No Save","",""
"2606","March of the Penguins","GameBoy Advance","Destination Software","USA","English","Action","2006-11-22","Sir VG","March_Of_The_Penguins_USA_GBA-SirVG","svg-bqle.zip","2006-11-24","MARCHPENGUIN","AGB-BQLE-USA","1.0","4Ah","5195429Fh","32 Mbit","No Save","",""
"2607","World Championship Poker","GameBoy Advance","Crane Entertainment","Europe","Multi 5","Other","2004-11-03","Sir VG","World_Championship_Poker_EUR_GBA_SirVG","svg-bp9p.zip","2006-11-25","WCPOKER","AGB-BP9P-EUR","1.0","8Dh","4776F86Eh","32 Mbit","No Save","",""
"2608","2 in 1 - Matchbox Missions","GameBoy Advance","Destination Software","Europe","Multi 5","Action","2006-08-30","Sir VG","2-in-1_Matchbox_Missions_MULTI5_EUR_GBA-SirVG","svg-bb4p.zip","2006-11-28","MATCHBOXMISS","AGB-BB4P-EUR","1.0","55h","0A907F58h","32 Mbit","No Save","",""
"2609","Spider-Man - Battle for New York","GameBoy Advance","Activision","Europe","Multi 5","Action","","Rising Sun","Spider-Man_Battle_for_New_York_Multi5_EUR_GBA-RS","rs-450.zip","2006-11-29","SPIDEY","AGB-BC9P-EUR","1.0","0Eh","AD2C404Ch","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2610","Curious George","GameBoy Advance","Namco","Europe","Multi 7","Platform","","Rising Sun","Curious_George_Multi7_EUR_GBA-RS","rs-coco.zip","2006-11-29","CURIOUS GEOR","AGB-B3JP-EUR","1.0","44h","EEF104B0h","32 Mbit","No Save","",""
"2611","Charlotte's Web","GameBoy Advance","SEGA","USA","Multi 5","Platform","","Rising Sun","Charlottes_Web_USA_GBA-RS","rs-cweb.zip","2006-11-30","CHARLOTTE","AGB-BCJE-USA","1.0","0Fh","BA511FB2h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2612","F24 - Stealth Fighter","GameBoy Advance","Majesco Sales","USA","English","Simulation","","Rising Sun","F24_Stealth_Fighter_USA_GBA-RS","rs-f24s.zip","2006-11-30","F24 STEALTH","AGB-BYAE-USA","1.0","D3h","9387EA7Ch","32 Mbit","No Save","",""
"2613","Shrek - Smash n' Crash Racing","GameBoy Advance","Activision","USA","English","Racing","","Rising Sun","Shrek_Smash_n_Crash_Racing_USA_GBA-RS","rs-ssncr.zip","2006-11-30","SHREK SMASHN","AGB-B4IE-USA","1.0","7Fh","EA8AE3B2h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2614","My Animal Centre in Africa","GameBoy Advance","Fantastic TV","Europe","Multi 5","Simulation","","Rising Sun","My_Animal_Centre_In_Africa_Multi5_EUR_GBA-RS","rs-tpia.zip","2006-11-30","ANICENAFRICA","AGB-BFRP-EUR","1.0","3Bh","16C0E028h","256 Mbit","EEPROM_V126 (64Kbit)","",""
"2615","Nicktoons Volume 3 - Gameboy Advance Video","GameBoy Advance","Majesco Sales","USA","English","Video","","Sir VG","GBA_Video_Nicktoons_Volume_3_USA_GBA-SirVG","svg-mn3e.zip","2006-11-30","NICKTOONS003","AGB-MN3E-USA","1.0","77h","6FBF5CEBh","256 Mbit","No Save","",""
"2616","Tringo","GameBoy Advance","Crave Entertainment","Europe","Multi 5","Puzzle","","Independent","Tringo_EUR_MULTI5_GBA-iND","ind-trn.zip","2006-12-02","TRINGO","AGB-BTJP-EUR","1.0","B9h","B5F7BF43h","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2617","Rayman - Raving Rabbids","GameBoy Advance","Ubi Soft","USA","Multi 3","Platform","","Rising Sun","Rayman_Raving_Rabbits_USA_GBA-RS","rs-rrru.zip","2006-12-02","RAYMAN4","AGB-BQ3E-USA","1.0","E5h","751EF0D2h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2618","Superman Returns - Fortress of Solitude","GameBoy Advance","Electronic Arts","USA","Multi 5","Action","","Rising Sun","Superman_Returns_Fortress_of_Solitude_USA_GBA-RS","rs-srfsu.zip","2006-12-02","SUPERMAN R","AGB-BQXE-USA","1.0","D5h","68215047h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2619","Final Fantasy IV Advance","GameBoy Advance","Square Enix","Japan","Japanese","RPG","","2CH","Final_Fantasy_IV_Advance_v1.1_JPN_GBA-2CH","2ch-ff4a.zip","2006-12-02","FF4ADVANCE","AGB-BZ4J-JPN","1.1","F9h","80F1133Bh","64 Mbit","SRAM_V113 (256Kbit)","",""
"2620","Winx Club - Quest For The Codex","GameBoy Advance","Konami","Europe","Multi 5","Action","","Rising Sun","Winx_Club_Quest_For_The_Codex_Multi5_EUR_GBA-RS","rs-wxeu.zip","2006-12-06","WINXQFTCDX","AGB-BWVP-EUR","1.0","8Dh","9EB09C77h","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2621","Rayman - Raving Rabbids","GameBoy Advance","Ubi Soft","Europe","Multi 6","Platform","","Rising Sun","Rayman_Raving_Rabbids_Multi6_EUR_GBA-RS","rs-rrre.zip","2006-12-06","RAYMAN4","AGB-BQ3P-EUR","1.0","DAh","9914DA23h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2622","Mazes of Fate","GameBoy Advance","Graffiti Entertainment","USA","Multi 5","RPG","","Rising Sun","Mazes_of_Fate_USA_GBA-RS","rs-mofu.zip","2006-12-06","MAZESOFFATE","AGB-BFQE-USA","1.0","70h","0B725A08h","128 Mbit","EEPROM_V124 (64Kbit)","","Also dumped by Sir VG due to the RS release being 'hard to find'."
"2623","2 in 1 - Winnie the Pooh's Rumbly Tumbly Adventure & Rayman 3","GameBoy Advance","Ubi Soft","Europe","Multi 10","Other","2006-06-09","Independent","2_in_1_Winnie_and_Rayman_Multi10_EUR_GBA-iND","ind-wpr3.zip","2006-12-07","WINNIE-RM3","AGB-BWZP-EUR","1.0","E0h","C2FC12E5h","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2624","2 in 1 - The SpongeBob SquarePants Movie & Freeze Frame Frenzy","GameBoy Advance","THQ","Europe","Multi 6","Other","","Sir VG","2-in-1_The_SpongeBob_Squarepants_ Movie_AND_SpongeBob_Squarepants_and_Friends_ in_Freeze_Frame_Frenzy_Multi6_EUR_ GBA-SirVG","svg-b2bp.zip","2006-12-07","SBSPMOVIEFFF","AGB-B2BP-EUR","1.0","52h","A04CEBFEh","128 Mbit","EEPROM_V124 (4Kbit)","",""
"2625","Sky Dancers - They Magically Fly!","GameBoy Advance","Crave Entertainment","Europe","Multi 5","Platform","","Sir VG","Sky_Dancers_Multi5_EUR_GBA-SirVG","svg-b4dp.zip","2006-12-07","SKYDANCERS","AGB-B4DP-EUR","1.0","BBh","3AF1063Bh","32 Mbit","No Save","",""
"2626","Chicken Shoot 2","GameBoy Advance","Zoo Digital","Europe","Multi 5","Simulation","","Sir VG","Chicken_Shoot_2_Multi5_EUR_GBA-SirVG","svg-b6gp.zip","2006-12-07","CHICKENSHOT2","AGB-B6GP-EUR","1.0","5Ch","02D12544h","32 Mbit","No Save","",""
"2627","Hello Kitty - Happy Party Pals","GameBoy Advance","THQ","Europe","English","Party","","Sir VG","Hello_Kitty_Happy_Party_Pals_EUR_GBA-SirVG","svg-b86p.zip","2006-12-07","HELLOKITTY","AGB-B86P-EUR","1.0","D9h","9C45920Eh","32 Mbit","No Save","",""
"2628","Cabbage Patch Kids - The Patch Puppy Rescue","GameBoy Advance","D3 Publisher","Europe","English","Action","","Sir VG","Cabbage_Patch_Kids_Puppy_Patch_Rescue_EUR_GBA-SirVG","svg-bcgp.zip","2006-12-07","CABBAGE PATC","AGB-BCGP-EUR","1.0","98h","ED2EB57Dh","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2629","Tokyo Xtreme Racer Advance","GameBoy Advance","Crave Entertainment","Europe","Multi 5","","","Sir VG","Tokyo_Xtreme_Racer_Advance_Multi5_EUR_GBA-SirVG","svg-btzp.zip","2006-12-07","TXRA","AGB-BTZP-EUR","1.0","3Dh","BD5F5F4Ch","32 Mbit","EEPROM_V124 (4Kbit)","",""
"2630","Cartoon Network Collection Premium Edition - Gameboy Advance Video","GameBoy Advance","Majesco Sales","USA","English","Video","","Sir VG","Cartoon_Network_Collection_Premium_Edition_GBA_Video_USA-GBA-SirVG","svg-mcpe.zip","2006-12-07","CARTONETW003","AGB-MCPE-USA","1.0","66h","F2825729h","256 Mbit","No Save","",""
"2631","Agent Hugo - Roborumble","GameBoy Advance","ITE Media","Europe","Multi 11","Action","","Rising Sun","Agent_Hugo_Roborumble_Multi11_EUR_GBA-RS","rs-agre.zip","2006-12-08","ROBORUMBLE","AGB-BHQP-EUR","1.0","9Dh","83BC2D2Ch","32 Mbit","No Save","",""
"2632","2 in 1 - SpongeBob Squarepants - Battle for Bikini Bottom & Fairly Oddparents - Breakin' Da Rules","GameBoy Advance","THQ","USA","English","Other","","Sir VG","2-in-1_SpongeBob_Squarepants_Battle_For_Bikini_Bottom_AND_ Fairly_Oddparents_Breakin_Da_Rules _USA_GBA-SirVG","svg-bx6e.zip","2006-12-08","SBFOP","AGB-BX6E-USA","1.0","53h","82C21322h","128 Mbit","No Save","",""
"2633","Nintendo MP3 Player","GameBoy Advance","Nintendo","USA","Multi 5","Other","","WRG","","wrg-nmp3p.zip","2006-12-11","MP3PLAYER","AGB-ZMDE-USA","1.0","23h","867BEC76h","32 Mbit","No Save","","This is actually a DS cart - but it is supplied on a GBA cart.  This is why it is listed under GBA.

Also, NFO says Euro - but cart says USA!"
"2634","Avatar - The Legend of Aang","GameBoy Advance","THQ","Europe","Multi 4","Action","2006-10-10","Sir VG","Avatar_The_Legend_Of_Aang_EUR_GBA-SirVG","svg-bqzp.zip","2006-12-13","AVATAR","AGB-BQZP-EUR","1.0","E6h","52FE8A62h","64 Mbit","EEPROM_V124 (64Kbit)","",""
"2635","Back to Stone","GameBoy Advance","O3 Entertainment","USA","Multi 2","Action","","Rising Sun","","rs-btsnu.zip","2006-12-14","BACKTOSTONE","AGB-BBCE-USA","1.0","7Ah","4C29C9C8h","32 Mbit","No Save","",""
"2636","Trollz - Hair Affair","GameBoy Advance","Ubi Soft","Europe","Multi 3","Other","","Independent","","ind-tha.zip","2006-12-18","TROLLZHAIRAF","AGB-BT6Y-EUU","1.0","35h","FB2284EFh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"2637","Arthur And The Minimoys","GameBoy Advance","Atari","Europe","Multi 6","Action","","FireX","","frx-atme.zip","2006-12-18","ARTHUR","AGB-B2NP-EUR","1.0","02h","E03E6796h","256 Mbit","EEPROM_V124","",""
"2638","The King Of Fighters EX - Neo Blood","GameBoy Advance","Sammy","USA","English","Fighting","","Sir VG","King_Of_Fighters_Ex_Neo_Blood_v1.1_USA_GBA-SirVG","svg-akoe.zip","2006-12-22","KINGOFEXNEOB","AGB-AKOE-USA","1.1","29h","0F960E70h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"2639","Bratz Babyz","GameBoy Advance","THQ","Europe","Multi 3","Action","2006-11-02","Independent","Bratz_Babyz_EUR_GBA-iND","ind-bbzp.zip","2006-12-26","BRATZ BABYZ","AGB-BBZP-EUR","1.0","99h","08B89540h","32 Mbit","No Save","",""
"2640","Dogz - Fashion","GameBoy Advance","Ubi Soft","Europe","English","Other","","Sir VG","Dogz_Fashion_EUR_GBA-SirVG","svg-bfep.zip","2006-12-29","DOGZ FASHION","AGB-BFEP-EUR","1.0","73h","5236473Dh","64 Mbit","EEPROM_V124 (64Kbit)","",""
